Model,Manufacturer,Price_USD,Rating,OS_Clean,Processor_Manufacturer,Processor_Generation,Core_Count,Thread_Count,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Graphics_Manufacturer,Graphics_Type,Graphics_Memory_GB,Screen_Size_inches,Resolution_Width,Resolution_Height,Touchscreen,Warranty_Years
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),ACER,383.88,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),INFINIX,311.88,53.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,779.88,63.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,754.1,61.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),LENOVO,333.59,57.0,Other,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,827.88,62.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),ASUS,1043.88,64.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,14.0,2880.0,1800.0,False,1.0
HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,635.99,63.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),ASUS,1799.88,68.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.0,3200.0,2000.0,False,1.0
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),ACER,839.88,68.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),APPLE,1364.28,52.0,Mac,APPLE,12.0,8.0,12.0,8.0,DDR4,256,SSD,OTHER,Integrated,0.0,15.3,2880.0,1864.0,False,1.0
HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),HP,899.88,65.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,True,1.0
MSI Stealth 17 A13VH-055IN Gaming Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,5878.6,68.0,Windows,INTEL,13.0,14.0,20.0,64.0,DDR5,2000,SSD,NVIDIA,Dedicated,12.0,17.3,3840.0,2160.0,False,2.0
Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home),ACER,383.88,50.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),SAMSUNG,983.88,56.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Samsung Galaxy Book 3 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),SAMSUNG,839.88,57.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 17-ck1023TX Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),HP,2351.99,68.0,Windows,INTEL,12.0,16.0,24.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,16.0,17.3,2560.0,1440.0,False,1.0
Dell G15-5521 SE D560738WIN9B Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),DELL,1198.68,75.0,Windows,INTEL,12.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,2560.0,1440.0,False,1.0
Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),ACER,635.88,68.0,Windows,INTEL,12.0,12.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,864.0,71.0,Windows,AMD,6.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),ASUS,779.88,63.0,Windows,INTEL,12.0,12.0,16.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,False,1.0
Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),DELL,885.31,68.0,Windows,INTEL,12.0,12.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),INFINIX,455.88,52.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR4X,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 3 ‎15IAH8 83ER00BCIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,640.68,57.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Envy x360 15-fe0011TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),HP,1445.88,68.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,True,1.0
MSI Commercial 14 H A13MG-064IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),MSI,1055.88,62.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,3.0
HP 15-FC0029AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),HP,503.88,56.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad 1 82V700ECIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,368.4,57.0,Windows,INTEL,4.0,2.0,2.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Honor MagicBook X16 Pro 2024 ‎Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HONOR,959.88,57.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Honor MagicBook X14 Pro 2024 ‎Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HONOR,719.88,54.0,Windows,INTEL,13.0,8.0,12.0,16.0,Other,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo ThinkPad P14s 21K5S00700 Laptop (AMD Ryzen 7 Pro 7840U/ 32GB/ 512GB SSD/ Win11 Pro),LENOVO,1319.88,70.0,Windows,AMD,7.0,8.0,16.0,32.0,DDR5X,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,False,3.0
HP Envy x360 14-fa0038AU Laptop (AMD Ryzen 5 8640HS/ 16GB/ 512GB SSD/ Win11),HP,1043.88,68.0,Windows,AMD,8.0,6.0,12.0,16.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
HP 15s-fq5327TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,449.88,55.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Stealth 14 AI Studio A1VGG-054IN Gaming Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,2759.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,15.6,2880.0,1800.0,False,2.0
MSI Katana A15 AI B8VE-418IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 /6GB Graph),MSI,1259.88,70.0,Windows,AMD,8.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.75,1920.0,1080.0,False,2.0
MSI Cyborg 15 AI A1VEK-050IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,1295.88,68.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,1199.88,66.0,Windows,INTEL,12.0,14.0,18.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,1379.88,69.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,2.0
MSI Raider GE78 HX 14VHG-805IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,3599.88,68.0,Windows,INTEL,14.0,24.0,32.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,12.0,17.0,2560.0,1600.0,False,2.0
MSI Commercial 14 H A13MG vPro-065IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/Win11),MSI,1319.88,69.0,Windows,INTEL,13.0,14.0,20.0,32.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,3.0
MSI Thin A15 AI B7UCX-068IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),MSI,791.88,69.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Thin A15 AI B7UC-067IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),MSI,863.88,70.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),MSI,983.88,71.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,1103.88,73.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,2999.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
MSI Vector 17 HX A14VHG-806IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,3359.88,68.0,Windows,INTEL,14.0,24.0,32.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,12.0,17.0,2560.0,1600.0,False,2.0
Chuwi HeroBook Plus Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),CHUWI,227.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR3,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-wf0179TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,1271.88,72.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.1,2560.0,1440.0,False,1.0
Infinix INBook X2 Slim XL23 Series Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),INFINIX,395.88,52.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Asus Vivobook S15 OLED S5504VA-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),ASUS,1328.51,66.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,15.6,2880.0,1620.0,False,1.0
MSI Modern 15 C13M-080IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,839.88,61.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Modern 15 C13M-079IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,959.88,66.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Modern 15 C13M-081IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,719.88,57.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Chuwi GemiBook Plus CWI620 Laptop (Intel Celeron N100/ 8GB/ 256GB SSD/ Win11 Home),CHUWI,263.88,57.0,Windows,INTEL,12.0,4.0,4.0,8.0,DDR5,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion Plus 14-ew0116TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,845.88,57.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Commercial 14 H A13MG-070IN Laptop (13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),MSI,1175.88,64.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,3.0
MSI Stealth 16 AI Studio A1VFG-058IN Gaming Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,2399.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
MSI Modern 14 D13MG-073IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,707.88,56.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Prestige 16 AI Studio B1VFG 2024 Laptop ( Intel Core Ultra 9/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,2279.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
Lenovo LOQ 15IRH8 82XV00LTIN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),LENOVO,886.58,68.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82H803W7IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),LENOVO,426.0,57.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 5620 ICC-C783534WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),DELL,779.88,66.0,Windows,INTEL,12.0,12.0,16.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1080.0,False,1.0
MSI Prestige 16 AI Studio B1VFG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,2039.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
MSI Modern 14 D13MG-071IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,947.88,66.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Modern 14 D13MG-072IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,827.88,60.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Prestige 16 AI Evo  B1MG Laptop ( Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),MSI,1439.88,70.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,16.0,2561.0,1600.0,False,2.0
MSI Prestige 13 AI Evo A1MG 2024 Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),MSI,1379.88,69.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,13.3,2880.0,1800.0,False,2.0
MSI Prestige 13 AI Evo A1MG Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),MSI,1199.88,66.0,Windows,INTEL,12.0,14.0,18.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,13.3,2880.0,1800.0,False,2.0
MSI Prestige 16 AI Studio B1VEG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graphics),MSI,1919.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.0,2560.0,1600.0,False,2.0
Asus ROG Strix SCAR 16 2024 G634JZR-CM932WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),ASUS,3479.88,68.0,Windows,INTEL,14.0,24.0,32.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,12.0,16.0,2560.0,1600.0,False,1.0
Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,791.88,63.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR6,512,SSD,NVIDIA,Dedicated,4.0,17.3,1920.0,1080.0,False,1.0
HP Pavilion 15-eh1147AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 1TB SSD/ Win11 Home),HP,725.88,63.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),ASUS,1234.8,63.0,Windows,INTEL,12.0,14.0,18.0,16.0,DDR5X,1000,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
Dell Vostro 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,479.88,52.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,887.88,55.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo Thinkbook 15 21DJA0FGIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,671.88,60.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),LENOVO,959.88,55.0,Windows,INTEL,12.0,14.0,18.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
HP 14-ew0153TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),HP,1175.88,60.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,False,1.0
Acer Swift Go 14 SFG14-72T Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),ACER,957.59,56.0,Windows,INTEL,12.0,14.0,18.0,16.0,DDR5X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
HP Spectre x360 16-aa0664TX Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),HP,2351.88,68.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.0,2880.0,1800.0,True,1.0
Chuwi Ubook X Laptop (10th Gen Core i3/ 12GB/ 512GB SSD/ Win11),CHUWI,479.88,57.0,Windows,INTEL,10.0,4.0,8.0,12.0,DDR3,512,SSD,INTEL,Integrated,0.0,12.0,2160.0,1440.0,False,1.0
HP Pavilion 15-eh1047AU Laptop (Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11 Home),HP,671.88,62.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),ACER,458.99,57.0,Windows,INTEL,12.0,6.0,8.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,1391.99,75.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.1,1920.0,1080.0,False,1.0
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),INFINIX,635.88,54.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),DELL,1223.88,69.0,Windows,INTEL,13.0,14.0,12.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,659.88,57.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Yoga Slim 6 14IRH8 83E00014IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1103.88,57.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),LENOVO,338.28,57.0,Chrome,INTEL,12.0,4.0,4.0,4.0,DDR4X,128,HDD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),LENOVO,191.88,57.0,Chrome,MEDIATEK,12.0,8.0,12.0,4.0,DDR4X,128,HDD,OTHER,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),LENOVO,215.88,57.0,Chrome,MEDIATEK,12.0,8.0,12.0,8.0,DDR4X,128,HDD,OTHER,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1019.88,66.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 83EM0026IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,712.68,54.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
