Model,Manufacturer,Price_USD,Rating,OS_Clean,Processor_Manufacturer,Processor_Generation,Core_Count,Thread_Count,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Graphics_Manufacturer,Graphics_Type,Graphics_Memory_GB,Screen_Size_inches,Resolution_Width,Resolution_Height,Touchscreen,Warranty_Years
Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),ACER,443.88,57.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),ASUS,431.88,52.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,587.88,57.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,407.88,54.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),DELL,983.88,54.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,587.88,60.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,659.88,61.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,635.88,64.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,408.0,57.0,Windows,AMD,3.0,2.0,4.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),HP,1841.88,65.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.1,1920.0,1080.0,False,1.0
Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),ASUS,688.8,59.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),ASUS,407.88,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),LENOVO,755.88,56.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),MSI,648.12,56.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),WINGS,287.88,57.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1080.0,1920.0,False,1.0
Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),WINGS,299.88,57.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1080.0,1920.0,False,1.0
Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),WINGS,719.88,54.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1080.0,1920.0,False,1.0
Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,842.28,55.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,419.88,56.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,3341.88,68.0,Windows,INTEL,13.0,14.0,20.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,8.0,16.0,3840.0,2400.0,False,2.0
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),ULTIMUS,359.88,50.0,Windows,INTEL,10.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.1,1920.0,1080.0,False,1.0
Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),ACER,479.88,57.0,Windows,INTEL,12.0,8.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,2639.88,68.0,Windows,INTEL,13.0,14.0,20.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,3840.0,2400.0,False,2.0
Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),INFINIX,443.88,51.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,806.28,56.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,2.0
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),INFINIX,527.88,52.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),LENOVO,1022.28,56.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),LENOVO,1010.28,59.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1080.0,False,1.0
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,587.88,61.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,438.0,54.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),DELL,612.0,52.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),DELL,995.88,59.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,461.88,52.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),DELL,1271.99,62.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,13.3,2560.0,1600.0,False,1.0
Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),DELL,839.88,56.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),DELL,683.88,59.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),DELL,539.88,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,1000,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),DELL,1049.88,60.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,13.3,2560.0,1600.0,False,1.0
HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,827.99,68.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,845.88,59.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,1331.88,74.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,17.3,1920.0,1080.0,False,2.0
MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,611.88,66.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,1295.88,72.0,Windows,INTEL,12.0,10.0,16.0,8.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,17.3,1920.0,1080.0,False,2.0
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,551.88,64.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,1175.88,73.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,2.0
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,575.88,64.0,Windows,INTEL,11.0,6.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,1091.88,72.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,2207.88,79.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,17.3,1920.0,1080.0,False,2.0
MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,1619.88,75.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,17.3,1920.0,1080.0,False,2.0
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,1547.88,71.0,Windows,INTEL,13.0,14.0,20.0,8.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,17.3,2560.0,1440.0,False,2.0
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),HP,983.88,72.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,4.0,16.1,1920.0,1080.0,False,1.0
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,2855.88,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.1,2560.0,1600.0,False,1.0
HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1313.88,68.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1199.88,66.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,611.88,64.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),LENOVO,674.28,61.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),ASUS,431.88,54.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),ASUS,431.88,52.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,2780.95,69.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,13.5,1920.0,1280.0,True,1.0
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),CHUWI,395.99,50.0,Windows,INTEL,10.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,1223.88,63.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,13.3,2880.0,1800.0,True,1.0
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),LENOVO,527.88,55.0,Windows,AMD,7.0,4.0,8.0,16.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1091.88,68.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,16.1,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,828.0,56.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),ASUS,935.88,68.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,16.0,1920.0,1200.0,False,1.0
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),ACER,1919.88,74.0,Windows,INTEL,13.0,24.0,32.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,719.88,62.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,425.88,54.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,654.71,65.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,803.88,68.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),MSI,1439.88,69.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,4.0,16.0,2560.0,1600.0,False,2.0
HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,959.88,70.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,815.88,56.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,2.0
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),LENOVO,1091.88,68.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,863.88,63.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,True,1.0
Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1031.88,66.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,959.88,66.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,441.48,55.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1115.88,70.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),MSI,3419.88,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,12.0,16.0,2560.0,1600.0,False,2.0
Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),ASUS,623.88,59.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1202.28,63.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),LENOVO,1403.88,71.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,1517.99,73.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.1,1920.0,1080.0,False,1.0
MSI Vector GP78HX 13VI-409IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),MSI,4139.88,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,16.0,17.0,2560.0,1600.0,False,2.0
HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),HP,1357.08,71.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.0,1920.0,1080.0,False,1.0
HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),HP,1589.88,72.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.1,1920.0,1080.0,False,1.0
Infinix INBook X2 Plus Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),INFINIX,599.88,55.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4X,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),HP,587.77,56.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),ACER,791.88,61.0,Windows,INTEL,12.0,8.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo LOQ 2023 Gaming Laptop  (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),LENOVO,1079.99,60.0,Windows,INTEL,13.0,8.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),ACER,418.19,55.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),DELL,2759.88,68.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,3456.0,2160.0,True,1.0
Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),LENOVO,2675.88,71.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5X,1000,SSD,INTEL,Integrated,0.0,13.3,2880.0,1800.0,True,3.0
